# stan_version_major = 2
# stan_version_minor = 27
# stan_version_patch = 0
# model = model_model
# start_datetime = 2021-09-16 15:02:20 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.98999999999999999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.025000000000000001
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = ./maud_output-linear-20210916170220/samples/input_data.json
# init = ./maud_output-linear-20210916170220/samples/inits.json
# random
#   seed = 58632
# output
#   file = /Users/tedgro/dtu/projects/maud_demo/maud_output-linear-20210916170220/samples/model-202109161702-2.csv
#   diagnostic_file =  (Default)
#   refresh = 1
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 v2.27.0
# stancflags = --include_paths=/Users/tedgro/Code/Maud/src/maud,/Users/tedgro/Code/Maud/src/maud
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,dgf_z.1,dgf_z.2,log_kcat_z.1,log_kcat_z.2,log_kcat_z.3,log_km_z.1,log_km_z.2,log_km_z.3,log_km_z.4,log_km_z.5,log_km_z.6,log_conc_enzyme_z.1.1,log_conc_enzyme_z.2.1,log_conc_enzyme_z.1.2,log_conc_enzyme_z.2.2,log_conc_enzyme_z.1.3,log_conc_enzyme_z.2.3,log_conc_unbalanced_z.1.1,log_conc_unbalanced_z.2.1,log_conc_unbalanced_z.1.2,log_conc_unbalanced_z.2.2,log_ki_z.1,log_diss_t_z.1,log_diss_r_z.1,log_transfer_constant_z.1,log_transfer_constant_z.2,dgf.1,dgf.2,km.1,km.2,km.3,km.4,km.5,km.6,ki.1,kcat.1,kcat.2,kcat.3,diss_t.1,diss_r.1,transfer_constant.1,transfer_constant.2,conc_enzyme.1.1,conc_enzyme.2.1,conc_enzyme.1.2,conc_enzyme.2.2,conc_enzyme.1.3,conc_enzyme.2.3,conc_unbalanced.1.1,conc_unbalanced.2.1,conc_unbalanced.1.2,conc_unbalanced.2.2,conc.1.1,conc.2.1,conc.1.2,conc.2.2,conc.1.3,conc.2.3,conc.1.4,conc.2.4,flux.1.1,flux.2.1,flux.1.2,flux.2.2,flux.1.3,flux.2.3,keq.1,keq.2,keq.3,yconc_sim.1,yconc_sim.2,yconc_sim.3,yconc_sim.4,yconc_sim.5,yconc_sim.6,yconc_sim.7,yconc_sim.8,yflux_sim.1,yflux_sim.2,log_lik_conc.1,log_lik_conc.2,log_lik_conc.3,log_lik_conc.4,log_lik_conc.5,log_lik_conc.6,log_lik_conc.7,log_lik_conc.8,log_lik_flux.1,log_lik_flux.2
-191.449,0.999981,0.000614304,6,63,0,336.949,0.0373611,-0.0842012,0.130763,0.00374916,-0.026891,-0.0316518,-0.0309034,-0.0304621,-0.0299224,-0.0184015,0.0071103,1.2509,-0.000442764,1.00894,0.695029,0.946472,1.17467,-0.0806313,-0.0765156,-0.032656,0.272752,0.0835782,-0.001543,-0.0683226,-0.106849,-0.00401949,-0.998132,-2.00421,0.196238,0.196326,0.196378,0.196441,0.197804,0.200855,1.05143,2.16324,1.00225,0.983995,0.999075,0.959835,0.937903,0.997591,1.22044,0.0999115,0.752235,0.401508,0.663888,1.04786,0.492002,0.590888,0.0936775,0.172548,0.411807,0.271823,0.492002,0.590888,0.22813,0.20413,0.0936775,0.172548,0.1695,0.0569448,0.1695,0.0569448,0.1695,0.0569448,1,1.50061,1,0.370438,0.540139,0.304773,0.0725152,0.316353,0.525532,0.214474,0.169218,0.0671562,-0.238208,-12.3325,2.06379,-13.4669,3.47295,-16.4951,1.88276,-20.3267,1.90316,0.657628,0.212352
-125.179,0.999895,0.000638316,6,63,0,203.082,0.00114928,-0.0769174,0.166856,0.0019917,-0.0659187,-0.060019,-0.0626228,-0.0136301,-0.0241646,-0.0291036,0.0298548,1.26741,0.0318598,1.07467,0.728556,1.0284,1.2776,-0.100344,-0.0662599,0.0192104,0.311515,0.0541479,-0.0138218,-0.0912263,-0.0916719,0.0224493,-0.999943,-2.00385,0.192926,0.192625,0.198371,0.197121,0.196538,0.203615,1.03302,2.21059,1.0012,0.961221,0.991741,0.946735,0.946482,1.01356,1.26143,0.106579,0.857911,0.429354,0.782094,1.28738,0.490066,0.592101,0.103917,0.186457,0.408185,0.282641,0.490066,0.592101,0.234423,0.215136,0.103917,0.186457,0.184672,0.0599843,0.184672,0.0599843,0.184672,0.0599843,1,1.49929,1,0.392993,0.460024,0.241572,0.106716,0.291877,0.572244,0.195224,0.181462,0.122266,-0.0819013,-12.8051,2.05666,-11.9759,3.61242,-14.1927,1.88569,-16.932,2.74726,0.828947,0.258411
-85.9198,0.999908,0.00067046,7,127,0,135.42,-0.102456,-0.0884207,0.24803,-0.0500927,-0.134196,-0.0154858,-0.0664551,-0.0334532,0.0283558,-0.00304523,-0.000500088,1.25981,0.0901489,1.2248,0.811313,1.16638,1.38818,-0.156606,0.0322133,0.123099,0.581105,0.0733927,-0.0120503,-0.100289,-0.0142397,0.0714212,-1.00512,-2.00442,0.19815,0.192182,0.196026,0.203432,0.199635,0.19994,1.04502,2.32092,0.970392,0.922639,0.992796,0.941601,0.991493,1.04378,1.24238,0.119757,1.15838,0.506637,1.03063,1.60603,0.484582,0.603878,0.127915,0.319699,0.3954,0.364457,0.484582,0.603878,0.258996,0.349983,0.127915,0.319699,0.212577,0.0516482,0.212577,0.051648,0.212577,0.0516482,1,1.49651,1,0.327135,0.484142,0.274445,0.139049,0.375074,0.560859,0.288776,0.290531,0.143187,-0.00919022,-14.5721,2.02774,-7.14624,0.655567,-2.92228,1.8924,1.40774,-8.00796,1.08393,0.129881
-60.573,0.99934,0.000709957,10,1023,0,95.5374,-0.493406,0.0445586,1.33125,-0.0519718,-1.619,-0.114226,-0.409005,-0.62511,-0.099334,1.06832,0.166678,1.28612,1.54727,1.11409,0.806444,1.16212,1.32309,1.34782,0.728965,-0.0684988,0.360356,-0.789828,0.666912,-0.211178,-0.315811,-0.293173,-1.02467,-1.99777,0.186752,0.156478,0.137449,0.188428,0.379673,0.221036,0.622571,4.44552,0.969298,0.378553,1.49204,0.880992,0.827384,0.838699,1.30952,2.20769,0.9283,0.501728,1.02189,1.41,0.654697,0.694174,0.0871972,0.20559,0.615493,0.675845,0.654697,0.694174,0.532139,0.477324,0.0871972,0.20559,0.162136,0.119855,0.162136,0.119855,0.162136,0.119855,1,1.48078,1,0.645786,0.696476,0.527457,0.0868805,0.597994,0.766073,0.500931,0.202416,0.279965,0.0294932,0.912694,-1.55644,-1.77389,2.74781,-2.46395,0.831691,0.738228,2.95509,0.566182,0.977339
-50.0799,0.999603,0.000754854,10,1023,0,77.148,-0.024194,-0.58922,1.17282,-0.397339,-1.53142,-0.386835,-0.82822,-0.988878,-0.165868,-0.129251,0.602774,1.26055,1.65922,1.16749,0.810488,1.16152,1.38604,0.970777,-0.107122,-0.116053,0.408145,-0.320282,0.922634,-0.571866,-0.184492,-0.2333,-1.00121,-2.02946,0.158573,0.121679,0.110497,0.181054,0.185076,0.287143,0.825167,4.04241,0.787885,0.398978,1.73947,0.709553,0.895212,0.869376,1.24423,2.76174,1.03293,0.505802,1.02066,1.5992,0.607143,0.587282,0.0792863,0.226209,0.556167,0.573732,0.607143,0.587282,0.413197,0.360393,0.0792863,0.226209,0.209394,0.123852,0.209393,0.123852,0.209393,0.123852,1,1.51409,1,0.524651,0.583422,0.318642,0.0821147,0.587924,0.686634,0.401547,0.222863,0.119774,0.227985,-0.904929,0.191976,2.24725,0.992587,1.13074,1.87152,1.75633,2.23487,1.05877,1.01257
-52.7383,0.999648,0.000806633,10,1023,0,58.6742,0.0505302,-0.497918,0.735116,-0.417907,-1.58562,-0.360005,-1.20989,-1.00538,-0.054916,-0.272581,0.610918,1.28746,1.56467,1.17448,0.812448,1.15472,1.39264,0.870841,-0.160745,-0.10628,0.424003,-0.841149,0.990181,-0.496381,-0.195037,-0.263451,-0.997473,-2.0249,0.161147,0.0967744,0.109408,0.193517,0.169825,0.28855,0.603693,3.10874,0.778221,0.386212,1.81142,0.742429,0.889566,0.85379,1.31302,2.28589,1.04748,0.507789,1.00689,1.62043,0.595128,0.581017,0.0808512,0.233499,0.541479,0.562867,0.595128,0.581017,0.410591,0.361952,0.0808512,0.233499,0.204182,0.120128,0.204182,0.120128,0.204182,0.120128,1,1.51358,1,0.608811,0.613941,0.378699,0.0876336,0.46973,0.536332,0.330919,0.256116,0.246747,-0.00208379,-1.5564,0.560067,2.26579,1.42716,1.37544,1.84279,1.8004,1.79403,1.01541,0.979796
-53.3021,0.999896,0.000864623,10,1023,0,67.1024,-0.400733,-1.12047,1.30161,-0.28434,-1.82434,0.057025,-1.12949,-1.33018,-0.201587,-0.498859,0.55371,1.28964,1.1513,1.14737,0.833262,1.14644,1.39323,0.554534,-0.611294,-0.0917761,0.378721,-0.0173248,0.959248,-0.540989,0.277917,-0.409587,-1.02004,-2.05602,0.206961,0.101557,0.0900362,0.177215,0.148265,0.278814,0.989659,4.36716,0.843155,0.334672,1.77811,0.722821,1.18146,0.782116,1.31876,1.00002,0.992188,0.529373,0.990335,1.62236,0.558645,0.530952,0.0832308,0.213281,0.525761,0.502321,0.558645,0.530952,0.458204,0.363411,0.0832308,0.213281,0.190986,0.130403,0.190986,0.130403,0.190986,0.130403,1,1.51882,1,0.458897,0.583307,0.435413,0.0859497,0.590714,0.516981,0.325187,0.219055,0.273132,0.114489,-2.35614,1.46178,1.37717,2.00166,2.07572,1.14711,1.83981,2.7864,0.89346,1.06686
-54.1614,0.999532,0.000929321,10,1023,0,67.3811,-0.135602,-1.3569,1.32767,-0.443795,-1.81914,-0.293086,-1.17851,-1.43927,0.0223161,-0.791643,0.826395,1.23418,1.22865,1.16528,0.804551,1.18564,1.29436,0.949326,-0.3819,-0.094969,0.431174,0.0570192,0.584316,-0.305849,0.209482,-0.235384,-1.00678,-2.06784,0.167748,0.0986136,0.0843314,0.202696,0.124379,0.328374,1.0348,4.43599,0.766227,0.335717,1.4199,0.832344,1.13393,0.868289,1.18031,1.16732,1.02836,0.499832,1.07112,1.33126,0.604543,0.555878,0.082701,0.236872,0.558679,0.532592,0.604543,0.555878,0.447437,0.394141,0.082701,0.236872,0.217455,0.11556,0.217455,0.11556,0.217455,0.11556,1,1.53427,1,0.581492,0.425639,0.355377,0.0792311,0.521786,0.621155,0.496669,0.233638,0.22584,0.167217,-0.80231,0.274356,1.67193,1.88241,1.87742,1.60278,2.28905,1.56163,1.12051,0.937698
-57.0585,0.998491,0.000998989,10,1023,0,64.9484,0.554282,-1.36091,1.76909,-0.350602,-1.30442,-0.279669,-0.902814,-1.3029,0.594615,-1.7322,0.778123,1.24541,1.34879,1.14219,0.814139,1.21026,1.28639,1.04803,-0.086691,0.082547,0.432818,0.547367,0.38509,-0.261097,0.350688,-0.789048,-0.972286,-2.06805,0.169104,0.116353,0.0915218,0.285741,0.0707392,0.319,1.38877,5.78115,0.810292,0.457192,1.25993,0.854996,1.23419,0.622863,1.20712,1.48439,0.981961,0.509509,1.12516,1.31021,0.616596,0.589687,0.11795,0.237652,0.566652,0.567928,0.616596,0.589687,0.385395,0.364729,0.11795,0.237652,0.285259,0.155933,0.285259,0.155933,0.285259,0.155933,1,1.55589,1,0.500706,0.671248,0.357298,0.111063,0.573658,0.506529,0.316755,0.206956,0.550856,0.0506573,-0.492797,-0.119928,2.23076,2.32343,1.26543,1.87944,1.87388,1.50546,1.38252,1.23748
-48.1955,0.999892,0.00107126,10,1023,0,64.8438,-0.352223,-0.0782211,0.911538,0.668766,-1.03574,-0.197688,-1.00168,-0.361066,-0.662325,0.473515,-0.260174,1.24827,0.905337,1.17158,0.785799,1.11764,1.36741,0.415727,-0.294868,0.00676868,0.340248,1.60451,0.556772,0.604911,-0.45276,-0.961358,-1.01761,-2.00391,0.17763,0.109652,0.161044,0.134414,0.265716,0.171094,2.61878,3.45586,1.4937,0.537168,1.39663,1.43756,0.762116,0.561684,1.21404,0.611456,1.04141,0.481434,0.934902,1.54069,0.54335,0.565639,0.101363,0.197486,0.493271,0.493398,0.54335,0.565639,0.465726,0.362197,0.101363,0.197486,0.205862,0.145854,0.205862,0.145854,0.205862,0.145853,1,1.48868,1,0.457367,0.45208,0.493046,0.104893,0.522619,0.582028,0.3282,0.173272,0.116632,0.0780732,-4.3854,1.73114,1.1427,3.67707,2.06796,1.72058,1.80714,2.98508,1.02969,1.17791
-54.049,0.999955,0.0011539,10,1023,0,68.2845,0.768175,0.00420662,0.833328,0.119067,-1.74095,-0.962963,-1.36603,0.125884,0.00334805,0.910603,0.151364,1.24511,1.01669,1.19092,0.806004,1.12985,1.38444,0.377786,-0.491368,-0.0313738,0.354589,1.40454,1.1064,-0.315763,-0.34092,-1.65737,-0.961591,-1.99979,0.112229,0.0881198,0.215691,0.200402,0.345392,0.219014,2.32269,3.29743,1.07405,0.351842,1.94223,0.827408,0.815013,0.369936,1.2064,0.763984,1.08248,0.501287,0.958026,1.59407,0.539242,0.543841,0.0939181,0.203232,0.501969,0.500628,0.539242,0.543841,0.506592,0.395027,0.0939181,0.203232,0.139088,0.101393,0.139088,0.101393,0.139088,0.101393,1,1.52018,1,0.50602,0.55557,0.432729,0.0898767,0.495863,0.551087,0.356621,0.217664,0.135839,0.003121,-3.78888,1.79135,-0.490578,3.48937,2.07672,1.41159,2.29211,2.98023,0.244932,0.793875
-55.8729,0.996298,0.00124302,10,1023,0,68.6298,1.05104,-0.775836,0.555875,0.324496,-1.04369,-1.04355,-1.42934,0.218966,-0.043244,0.927991,0.153216,1.24581,1.07105,1.10474,0.81312,1.19849,1.33673,0.900081,-0.487152,-0.121096,0.378957,2.02063,1.0325,-0.32704,-0.221365,-1.79987,-0.947448,-2.03879,0.106931,0.0848355,0.22808,0.194877,0.349014,0.219257,3.36146,2.79176,1.21494,0.534612,1.858,0.821828,0.875624,0.339622,1.20808,0.851722,0.911103,0.508472,1.09898,1.44901,0.598618,0.544299,0.0784905,0.213382,0.524547,0.490702,0.598618,0.544299,0.40281,0.377395,0.0784905,0.213382,0.217335,0.11918,0.217329,0.11918,0.21733,0.11918,1,1.55312,1,0.518329,0.609933,0.412273,0.0799803,0.547615,0.529819,0.352939,0.169926,0.0754656,0.0833902,-2.42259,0.456502,2.29749,0.753371,2.05917,1.41984,2.13073,2.78335,1.1196,0.971232
