# stan_version_major = 2
# stan_version_minor = 27
# stan_version_patch = 0
# model = model_model
# start_datetime = 2021-09-16 15:02:20 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.98999999999999999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.025000000000000001
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = ./maud_output-linear-20210916170220/samples/input_data.json
# init = ./maud_output-linear-20210916170220/samples/inits.json
# random
#   seed = 58632
# output
#   file = /Users/tedgro/dtu/projects/maud_demo/maud_output-linear-20210916170220/samples/model-202109161702-4.csv
#   diagnostic_file =  (Default)
#   refresh = 1
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 v2.27.0
# stancflags = --include_paths=/Users/tedgro/Code/Maud/src/maud,/Users/tedgro/Code/Maud/src/maud
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,dgf_z.1,dgf_z.2,log_kcat_z.1,log_kcat_z.2,log_kcat_z.3,log_km_z.1,log_km_z.2,log_km_z.3,log_km_z.4,log_km_z.5,log_km_z.6,log_conc_enzyme_z.1.1,log_conc_enzyme_z.2.1,log_conc_enzyme_z.1.2,log_conc_enzyme_z.2.2,log_conc_enzyme_z.1.3,log_conc_enzyme_z.2.3,log_conc_unbalanced_z.1.1,log_conc_unbalanced_z.2.1,log_conc_unbalanced_z.1.2,log_conc_unbalanced_z.2.2,log_ki_z.1,log_diss_t_z.1,log_diss_r_z.1,log_transfer_constant_z.1,log_transfer_constant_z.2,dgf.1,dgf.2,km.1,km.2,km.3,km.4,km.5,km.6,ki.1,kcat.1,kcat.2,kcat.3,diss_t.1,diss_r.1,transfer_constant.1,transfer_constant.2,conc_enzyme.1.1,conc_enzyme.2.1,conc_enzyme.1.2,conc_enzyme.2.2,conc_enzyme.1.3,conc_enzyme.2.3,conc_unbalanced.1.1,conc_unbalanced.2.1,conc_unbalanced.1.2,conc_unbalanced.2.2,conc.1.1,conc.2.1,conc.1.2,conc.2.2,conc.1.3,conc.2.3,conc.1.4,conc.2.4,flux.1.1,flux.2.1,flux.1.2,flux.2.2,flux.1.3,flux.2.3,keq.1,keq.2,keq.3,yconc_sim.1,yconc_sim.2,yconc_sim.3,yconc_sim.4,yconc_sim.5,yconc_sim.6,yconc_sim.7,yconc_sim.8,yflux_sim.1,yflux_sim.2,log_lik_conc.1,log_lik_conc.2,log_lik_conc.3,log_lik_conc.4,log_lik_conc.5,log_lik_conc.6,log_lik_conc.7,log_lik_conc.8,log_lik_flux.1,log_lik_flux.2
-333.592,1,0.00061443,5,31,0,469.572,-0.0539274,0.0376756,0.106009,0.0766092,-0.114251,-0.0443662,0.0132723,0.0179467,0.00472217,0.115704,0.135273,1.50801,0.0923716,1.40451,0.974286,1.32161,1.5375,0.0508661,0.0740524,0.0230552,0.330843,-0.033086,0.00303341,0.116743,-0.0485543,0.0184359,-1.0027,-1.99812,0.194746,0.201599,0.202165,0.200567,0.214378,0.21691,0.980344,2.13134,1.04704,0.933746,1.00182,1.07256,0.971288,1.01112,2.04098,0.120291,1.65937,0.701866,1.40584,2.16497,0.505113,0.608952,0.104719,0.193806,0.404573,0.245226,0.505113,0.608952,0.252797,0.217229,0.104719,0.193806,0.34062,0.0759858,0.340619,0.0759858,0.340618,0.0759858,1,1.49417,1,0.394054,0.538655,0.250584,0.0842877,0.212239,0.507376,0.203372,0.223676,0.31923,0.212932,-13.2885,2.07162,-8.22859,3.57992,-23.3009,1.8835,-16.3364,2.9436,1.25554,0.485656
-281.31,1,0.000638485,6,63,0,349.184,-0.0632427,0.0330118,0.110816,0.0660843,-0.110964,-0.04951,0.0203345,0.0109897,0.014911,0.101867,0.126748,1.47132,0.0788851,1.37666,0.946106,1.31928,1.52711,0.0367753,0.0650339,0.0295961,0.355458,-0.0162971,0.0218166,0.110959,-0.0465248,0.0261713,-1.00316,-1.99835,0.194146,0.202455,0.201323,0.201797,0.212605,0.215803,0.990269,2.1375,1.04045,0.935589,1.01318,1.06884,0.972471,1.01583,1.89659,0.11709,1.56948,0.663402,1.39932,2.12047,0.503691,0.607855,0.106098,0.203585,0.40059,0.253741,0.503691,0.607855,0.246168,0.226687,0.106098,0.203585,0.325542,0.0716272,0.325542,0.0716276,0.325542,0.0716278,1,1.49403,1,0.416812,0.442426,0.231354,0.105698,0.259025,0.552495,0.213086,0.18822,0.163142,0.177803,-13.8357,2.07409,-9.48324,3.51105,-20.9274,1.88601,-13.8251,2.9773,1.32049,0.426303
-244.082,0.999964,0.000670859,5,31,0,291.051,-0.0541679,0.0309322,0.108676,0.0690894,-0.107973,-0.0558418,0.0160995,0.0132317,0.00275755,0.108444,0.14174,1.4475,0.0807009,1.35949,0.944306,1.28715,1.51008,0.0452679,0.0711005,0.0307239,0.363927,-0.0100726,0.0254578,0.115554,-0.0393095,0.0465286,-1.00271,-1.99845,0.19341,0.201941,0.201594,0.200331,0.213446,0.217753,0.993975,2.13476,1.04232,0.93727,1.01539,1.07179,0.97669,1.02831,1.80835,0.117516,1.5165,0.661018,1.3122,2.04947,0.504547,0.608593,0.106338,0.207063,0.401224,0.257375,0.504547,0.608593,0.249418,0.230981,0.106338,0.207063,0.310304,0.0709684,0.310304,0.0709684,0.310304,0.0709684,1,1.49436,1,0.348023,0.486843,0.287286,0.111726,0.269426,0.597563,0.240749,0.219886,0.239388,0.16793,-13.7477,2.0727,-8.855,3.49744,-19.9729,1.88436,-12.7771,2.93286,1.36303,0.417157
-95.9349,0.999915,0.000710502,6,63,0,258.462,-0.00567998,0.0164447,0.126524,0.0665676,-0.0951038,-0.0519805,0.0279338,0.0518091,0.000153772,0.104587,0.133671,1.23973,0.104641,1.23188,0.834174,1.14455,1.42552,0.0733176,0.0520528,-0.00835812,0.456018,-0.0450753,0.0379638,0.0708325,-0.0363656,0.0907604,-1.00028,-1.99918,0.193859,0.20338,0.206315,0.200018,0.212953,0.216701,0.973317,2.15774,1.04075,0.944535,1.02304,1.04342,0.978417,1.05597,1.19347,0.123279,1.17488,0.53034,0.986604,1.73058,0.507386,0.606279,0.0983423,0.248938,0.389511,0.310711,0.507386,0.606279,0.23737,0.276237,0.0983423,0.248938,0.236868,0.0608078,0.236868,0.0608078,0.236867,0.0608078,1,1.49626,1,0.424485,0.442428,0.2565,0.108338,0.300411,0.557802,0.246073,0.251074,0.161863,0.134155,-15.4405,2.06604,-11.3161,3.67226,-9.23992,1.88905,-4.55266,0.597481,1.24249,0.270731
-77.2113,0.994874,0.000756786,10,1023,0,114.224,0.109226,1.0187,0.780531,0.260992,-2.95137,0.492919,-2.33345,0.737916,-0.042941,0.348535,-0.42287,1.27977,2.35357,1.06391,0.772264,1.1326,1.26888,1.11821,0.100563,-0.00111235,0.347397,-0.774555,-0.94636,-0.0184929,-0.162122,-0.284937,-0.994539,-1.94907,0.268827,0.049316,0.311396,0.194913,0.246519,0.155182,0.628303,3.19461,1.16952,0.170193,0.566762,0.988966,0.907308,0.842853,1.293,11.0735,0.839658,0.468576,0.963304,1.26512,0.625311,0.61219,0.0997778,0.20033,0.609596,0.610829,0.625311,0.61219,0.577087,0.49532,0.0997778,0.20033,0.0796789,0.0599159,0.0796789,0.0599159,0.0796789,0.0599159,1,1.46972,1,0.609867,0.663348,0.639124,0.10363,0.735557,0.568886,0.572534,0.200108,0.0198696,0.0301344,0.784194,-0.423984,-4.41722,3.68598,0.0726107,1.87425,0.0156894,2.99295,-0.828101,0.257385
-63.5875,0.999963,0.00079692,10,1023,0,84.007,0.347662,0.913211,1.10609,-0.397498,-2.53962,0.525617,-1.73978,1.16549,0.110956,0.387102,-0.411443,1.2802,2.31243,1.10151,0.772856,1.11367,1.27028,0.655226,0.0825135,0.00893324,0.347327,-0.808903,-1.21762,-0.320183,-0.157884,-0.468994,-0.982617,-1.95434,0.274153,0.0704179,0.402467,0.213768,0.25229,0.156249,0.615487,3.88375,0.78781,0.217888,0.481633,0.825216,0.909618,0.754729,1.2941,10.1988,0.905237,0.469131,0.927518,1.26868,0.57001,0.609984,0.101803,0.200301,0.55762,0.608871,0.57001,0.609984,0.410017,0.371782,0.101803,0.200301,0.0753472,0.0500294,0.0753476,0.0500294,0.0753476,0.0500294,1,1.47995,1,0.467612,0.549461,0.376233,0.12539,0.638008,0.606395,0.417439,0.203955,0.109447,-0.0625598,-0.845279,1.21815,2.26935,3.67027,0.136374,1.88086,2.03233,2.99297,-0.920136,0.104117
-59.7316,0.999738,0.000855112,10,1023,0,76.9402,-0.0967663,0.768389,1.0539,-0.541863,-2.19413,0.293462,-1.90293,0.913329,0.194905,0.642155,0.200736,1.23258,1.80542,1.12113,0.777567,1.11511,1.26835,0.608596,-0.418536,0.0163666,0.33917,-0.452346,-1.27499,-0.303705,-0.0950814,-0.980006,-1.00484,-1.96158,0.238506,0.0638515,0.345957,0.224811,0.294009,0.225599,0.762306,3.76402,0.722442,0.268077,0.465337,0.833416,0.944548,0.555435,1.17654,3.69972,0.941465,0.473572,0.930199,1.26379,0.564718,0.55182,0.103327,0.19706,0.548279,0.548669,0.564718,0.55182,0.399626,0.340421,0.103327,0.19706,0.0892031,0.0544964,0.0892031,0.0544964,0.0892031,0.0544964,1,1.47104,1,0.507792,0.585434,0.363075,0.110291,0.486835,0.551803,0.351978,0.256323,0.193315,-0.06684,-1.24369,1.33602,2.29989,3.63266,1.6454,1.54413,0.99937,2.98212,-0.632323,0.174579
-58.8322,0.999941,0.00091873,10,1023,0,69.438,-0.132694,1.01102,1.04041,0.628356,-1.92594,-0.283798,-1.67869,0.117599,-0.191242,-0.0203021,0.200664,1.27942,0.343556,1.15722,0.847366,1.213,1.42388,0.212448,-0.145618,-0.0329957,0.413514,-0.0662242,-0.750734,0.519556,-0.615932,-1.3272,-1.00663,-1.94945,0.168686,0.073047,0.214622,0.178319,0.197579,0.225589,0.961045,3.73367,1.45792,0.31488,0.637347,1.36579,0.691039,0.450985,1.29209,0.198796,1.01193,0.544519,1.13135,1.72492,0.521703,0.582778,0.0936139,0.228651,0.491046,0.452406,0.521703,0.582778,0.453812,0.385209,0.0936139,0.228651,0.174963,0.108592,0.174967,0.108593,0.174966,0.108593,1,1.46279,1,0.542046,0.551961,0.42747,0.104987,0.511316,0.691508,0.410481,0.22637,0.250638,0.123634,-4.54467,1.98653,1.50338,3.46849,1.57651,1.85206,2.22895,2.09688,0.72201,0.869473
-60.0082,1,0.000988917,10,1023,0,71.1477,-0.543197,0.645146,1.44023,0.560554,-1.26475,0.0675581,-1.82205,0.150431,-0.263978,-0.672354,0.381891,1.27218,1.06069,1.1488,0.772285,1.08119,1.26918,0.827449,-0.5187,0.0397381,0.453024,-0.978567,-0.0684304,0.565182,-1.6086,-0.914665,-1.02716,-1.96774,0.208274,0.0670265,0.218891,0.170704,0.133607,0.251502,0.555915,4.74593,1.3998,0.468204,0.959773,1.4037,0.380922,0.577643,1.27352,0.834271,0.995018,0.468595,0.869186,1.26589,0.589985,0.540876,0.108272,0.247452,0.559828,0.518219,0.589985,0.540876,0.436342,0.367988,0.108272,0.247452,0.212773,0.112852,0.212777,0.112852,0.212776,0.112852,1,1.46148,1,0.516366,0.601557,0.396962,0.117461,0.428058,0.589296,0.344029,0.211792,0.0253494,0.0203518,-0.75619,0.707449,1.92182,3.37041,2.01275,1.35637,1.95203,0.726767,1.08547,0.911756
-54.7615,0.999806,0.00106536,10,1023,0,71.1617,-1.37654,1.13836,1.40897,0.806822,-1.15498,-0.00463124,-1.34627,-0.133113,-0.66867,-0.192136,0.613035,1.23486,0.268414,1.10837,0.811916,1.19762,1.40871,1.35242,0.231317,-0.0455501,0.444087,-1.075,-0.243058,0.121307,-0.983993,-0.0629948,-1.06883,-1.94308,0.199445,0.0891709,0.184648,0.133903,0.178223,0.288917,0.524663,4.65773,1.6227,0.500079,0.864301,1.0755,0.554108,0.962908,1.18191,0.171057,0.917738,0.507249,1.09709,1.67336,0.655299,0.62841,0.0912926,0.243069,0.604174,0.475718,0.655299,0.62841,0.402228,0.344058,0.0912926,0.243069,0.2679,0.125715,0.267899,0.125715,0.267899,0.125716,1,1.42289,1,0.688946,0.718762,0.388512,0.104812,0.408757,0.538868,0.326766,0.246757,0.250815,0.131533,0.656662,-1.58127,2.29839,3.27127,1.95288,1.78746,1.1651,1.09132,1.35922,1.02846
-48.2918,0.999574,0.00114731,10,1023,0,67.8121,-1.04125,0.537322,0.648876,0.464335,-1.40913,-0.0612753,-1.49554,0.263191,-0.636022,0.455325,0.474016,1.23933,0.421851,1.13879,0.81474,1.16627,1.37338,1.11729,0.202737,-0.0302767,0.425428,-1.33619,-0.261437,0.393899,-1.44728,0.152017,-1.05206,-1.97313,0.19278,0.0815317,0.234213,0.136552,0.262831,0.265795,0.448559,2.95197,1.32128,0.429353,0.854822,1.2666,0.419635,1.0955,1.19252,0.232496,0.975302,0.510122,1.03041,1.5592,0.625196,0.624828,0.0941244,0.234165,0.575373,0.49966,0.625196,0.624828,0.401956,0.348711,0.0941244,0.234165,0.1797,0.0909532,0.1797,0.0909532,0.1797,0.0909532,1,1.45002,1,0.495194,0.625364,0.441422,0.0897631,0.51391,0.576857,0.349812,0.240804,0.213032,0.192225,-0.181699,-0.419878,2.29875,3.5029,2.07677,1.81227,1.35844,1.74948,0.775338,0.67504
-56.622,0.994878,0.00123459,10,1023,0,65.0796,-0.373788,-1.38098,0.813686,1.48868,-0.948119,-0.628757,0.0467175,0.791554,-0.0818249,-0.102576,0.136687,1.2936,1.20631,1.18997,0.854722,1.15768,1.33673,0.763042,0.206869,-0.000965917,0.330365,-1.58724,1.52591,-0.0334804,-0.216357,-1.87601,-1.01869,-2.06905,0.137148,0.205685,0.321581,0.190418,0.188062,0.217094,0.385835,3.2588,2.44295,0.566164,2.49814,0.980112,0.878259,0.324456,1.32925,1.11631,1.08043,0.552588,1.01285,1.449,0.582434,0.625345,0.099807,0.193621,0.481554,0.528422,0.582434,0.625345,0.426124,0.371876,0.099807,0.193621,0.267073,0.200965,0.267073,0.200965,0.267073,0.200965,1,1.52765,1,0.481554,0.505788,0.461806,0.110065,0.510262,0.653859,0.409353,0.188354,0.387678,0.240426,-5.25582,0.912329,2.09982,3.68605,1.92396,1.80888,2.03419,2.94054,1.35736,1.37957
